race_id,driver_id,position,time_ms,lap
131,66,17,79157,45
132,2,7,95984,59
132,8,3,95602,60
132,11,16,95843,58
132,13,6,95389,59
132,14,5,97127,27
132,15,8,95229,59
132,17,15,96952,58
132,18,5,95742,60
132,21,22,102787,26
132,22,1,96461,60
132,23,4,97412,60
132,30,2,96318,60
132,31,4,97340,27
132,35,12,96170,59
132,37,11,99007,59
132,44,9,96880,59
132,49,13,96830,59
132,56,17,107494,41
132,59,10,98097,59
132,62,18,139096,48
132,63,15,96722,51
132,66,14,96760,59
133,2,6,86046,59
133,8,10,87072,44
133,11,10,86434,50
133,13,9,85617,59
133,14,10,92427,58
133,15,14,125247,29
133,17,17,89285,9
133,18,11,115886,54
133,21,7,85468,59
133,22,2,87425,60
133,23,8,84903,59
133,30,1,89635,60
133,31,3,86110,60
133,35,4,87250,59
133,37,11,87423,58
133,44,5,86253,59
133,49,7,96014,20
133,56,15,100154,23
133,59,12,118456,28
133,63,12,100296,15
134,2,7,79614,71
134,8,2,75942,72
134,11,14,78127,23
134,13,10,80278,48
134,14,3,83310,72
134,15,7,76494,49
134,17,8,81804,71
134,18,6,77405,71
134,23,5,76855,72
134,30,1,75787,72
134,31,4,77330,72
134,35,10,77089,35
134,37,9,79095,70
134,44,17,84426,29
134,56,7,77066,52
134,62,10,82127,68
134,63,12,78690,48
134,66,9,77914,65
135,2,6,78398,66
135,8,11,78070,59
135,11,8,80562,66
135,13,7,79751,66
135,14,5,84568,66
135,15,13,78351,36
135,17,19,110315,23
135,18,17,80232,24
135,21,10,79995,59
135,22,4,79897,67
135,23,3,77519,67
135,30,1,84967,67
135,31,2,78486,67
135,35,16,149622,27
135,44,6,79119,39
135,49,20,109712,18
135,56,12,118517,57
135,59,12,79618,48
135,63,9,80032,66
135,66,12,84332,23
136,2,9,78564,76
136,8,4,78444,77
136,11,10,79199,76
136,13,7,81928,77
136,14,5,78070,77
136,15,8,78945,76
136,17,16,81598,75
136,18,5,79615,30
136,19,17,80236,58
136,21,6,80266,77
136,22,1,81242,77
136,23,3,78729,77
136,30,2,80957,77
136,31,11,79343,76
136,35,12,79969,20
136,37,14,81298,75
136,44,12,84233,76
136,56,11,79229,23
136,63,13,81360,75
136,66,15,81287,75
137,2,10,114095,43
137,8,5,129674,35
137,11,11,111606,43
137,13,11,111447,37
137,14,4,109641,44
137,15,6,111464,35
137,17,19,112661,4
137,18,9,111287,10
137,19,18,112786,17
137,21,8,111568,38
137,22,2,112166,44
137,23,5,109706,44
137,30,1,116301,44
137,31,3,109293,44
137,35,8,109909,44
137,37,8,111862,37
137,44,11,112558,39
137,56,6,111678,44
137,63,7,110895,44
137,66,9,114260,43
138,2,10,86069,53
138,8,4,85219,29
138,11,12,85392,52
138,13,12,87856,16
138,14,7,85395,53
138,15,4,88366,53
138,17,12,87493,20
138,18,5,86281,53
138,21,8,85215,53
138,22,1,87971,53
138,23,3,88309,4
138,30,2,87706,53
138,31,3,101201,33
138,35,9,87085,53
138,37,12,87600,15
138,44,6,85719,53
138,56,3,87040,53
138,62,13,87759,47
138,63,11,86660,52
138,66,19,137820,13
139,2,9,74977,72
139,8,6,75399,50
139,11,11,75667,72
139,14,3,73797,73
139,15,5,76384,73
139,17,14,76269,38
139,18,8,74660,72
139,21,7,76087,72
139,22,1,79378,73
139,23,16,73260,71
139,30,2,79895,73
139,31,4,73421,73
139,35,6,75179,73
139,37,16,76236,27
139,44,12,74627,72
139,49,13,76118,71
139,56,10,89293,72
139,62,17,77053,46
139,63,14,75489,71
139,66,15,75748,71
140,2,7,98780,52
140,8,3,98504,53
140,11,5,100542,53
140,13,14,99954,3
140,14,17,133586,7
140,15,6,98164,32
140,17,10,100232,51
140,18,6,104713,52
140,21,10,98601,37
140,22,2,100778,53
140,23,3,97222,48
140,30,1,109431,53
140,31,4,99834,53
140,35,12,99453,27
140,37,11,101141,39
140,44,17,509444,8
140,56,9,102923,52
140,62,16,102395,14
140,63,8,101633,52
141,2,4,90544,58
141,4,12,92043,56
141,8,6,91005,58
141,14,2,89624,58
141,15,13,95272,38
141,18,13,95668,52
141,21,13,94424,55
141,22,3,92612,58
141,23,6,94737,4
141,30,1,91963,58
141,31,3,89606,40
141,35,7,94611,4
141,44,7,117334,58
141,49,5,91352,58
141,50,10,117062,57
141,54,8,92794,57
141,55,9,92146,57
141,56,11,95915,57
141,57,2,89612,25
141,58,20,102522,3
141,59,17,96689,2
142,2,9,108176,3
142,4,13,106558,52
142,14,3,103464,55
142,15,8,104798,54
142,18,11,105250,53
142,21,9,111103,31
142,22,2,105845,55
142,23,5,101712,55
142,30,1,109359,55
142,31,17,107507,3
142,35,6,108665,3
142,44,9,114538,1
142,49,4,103867,55
142,50,7,103029,55
142,54,10,106114,54
142,55,9,104978,54
142,56,19,116289,3
142,57,6,101642,55
142,58,14,106955,51
142,59,11,109306,3
142,60,12,103991,53
143,2,3,84667,70
143,4,18,110402,25
143,8,9,90886,55
143,14,1,87415,71
143,15,5,89181,70
143,18,10,90611,64
143,21,6,91061,70
143,22,7,118705,2
143,23,13,92678,54
143,30,2,86387,71
143,31,1,77214,38
143,35,7,85231,70
143,44,4,89605,70
143,49,3,95070,63
143,50,9,79856,37
143,54,11,86203,30
143,55,8,91489,70
143,56,6,97780,52
143,58,9,96749,68
143,59,16,88858,15
143,60,10,104779,54
144,2,7,87913,61
144,4,20,91918,5
144,8,9,88604,17
144,14,2,88619,62
144,15,5,89674,62
144,18,12,90505,60
144,21,14,92857,31
144,22,3,87825,62
144,23,1,89347,62
144,30,17,120750,24
144,31,12,224411,48
144,35,8,109540,30
144,44,8,90453,61
144,49,6,90341,61
144,50,15,90871,6
144,54,11,91797,60
144,55,9,88797,61
144,56,9,89001,42
144,57,4,86630,62
144,58,13,106005,50
144,59,10,89060,60
144,60,16,89532,28
145,2,6,84680,65
145,4,13,85837,63
145,8,8,86325,65
145,14,5,82888,65
145,15,4,84611,65
145,18,15,85753,62
145,21,14,86724,63
145,22,10,140004,49
145,23,4,82373,20
145,30,1,86189,65
145,31,2,83638,65
145,35,3,86046,65
145,37,16,87414,5
145,44,7,84010,65
145,49,17,87414,5
145,50,12,85838,63
145,54,11,86531,64
145,55,10,85073,64
145,56,8,85176,48
145,57,1,84164,64
145,58,16,88758,62
145,59,19,85271,8
146,2,9,71388,69
146,4,15,115977,38
146,8,4,73121,71
146,14,1,71204,71
146,15,18,80890,14
146,18,12,76542,60
146,21,17,119120,3
146,22,3,72769,71
146,23,17,107295,10
146,30,2,71588,71
146,31,5,71195,41
146,35,8,71718,70
146,37,12,79732,48
146,44,5,73362,71
146,50,6,73418,70
146,54,11,72642,69
146,55,10,73516,69
146,56,7,73464,70
146,57,21,446036,1
146,58,15,75212,25
146,59,8,77223,17
147,4,10,84145,54
147,8,10,83546,73
147,14,5,81846,77
147,15,5,82345,30
147,18,7,84190,77
147,21,6,81708,43
147,22,2,83313,78
147,23,3,83902,57
147,30,1,87263,78
147,31,5,85773,2
147,35,4,82089,78
147,37,10,83483,18
147,44,20,753601,13
147,49,7,81921,49
147,50,8,82450,77
147,54,16,87399,24
147,55,6,85897,77
147,56,3,82746,78
147,57,16,89898,15
147,58,11,89471,56
147,59,9,85999,76
148,2,12,91894,1
148,4,16,82764,7
148,8,4,81183,69
148,14,4,79890,54
148,15,7,92654,63
148,18,18,82105,17
148,22,11,80655,19
148,23,1,83648,69
148,30,2,81736,69
148,31,10,80526,19
148,35,10,87550,34
148,37,6,81676,68
148,41,7,81386,68
148,44,13,85821,38
148,50,6,80497,65
148,54,8,81297,68
148,55,5,80828,69
148,56,13,92210,1
148,57,3,80431,69
148,58,9,86077,66
148,59,13,82986,24
149,2,13,123022,54
149,4,14,83282,65
149,8,10,81512,66
149,14,3,80368,67
149,15,6,79683,44
149,18,13,83185,65
149,21,11,83047,66
149,22,5,80734,67
149,23,4,80657,67
149,30,1,82190,67
149,31,2,79590,67
149,35,9,80650,66
149,37,8,80389,66
149,44,15,81314,23
149,49,8,81309,48
149,50,13,81574,58
149,54,12,79473,65
149,55,11,81619,64
149,56,7,79890,67
149,57,6,80388,67
149,58,22,84062,7
149,59,18,81676,29
150,2,6,79967,71
150,4,16,92525,65
150,8,7,79779,71
150,14,4,77736,72
150,15,5,81811,72
150,18,12,81058,68
150,21,11,80148,71
150,22,3,77666,72
150,23,2,77967,72
150,30,1,80201,72
150,31,4,84313,52
150,35,8,78223,5
150,37,14,78376,70
150,44,9,78770,71
150,49,8,81784,71
150,50,13,79427,70
150,54,10,79589,71
150,55,12,81623,70
150,56,7,78661,54
150,58,15,86099,69
150,59,13,79263,17
151,2,6,86933,59
151,4,16,88466,57
151,8,5,85176,59
151,14,18,88908,2
151,18,15,88456,58
151,21,13,87430,58
151,22,3,87067,60
151,23,6,114218,36
151,30,2,89315,60
151,31,4,87693,60
151,35,8,86529,59
151,37,12,87958,58
151,49,7,87735,59
151,50,10,91464,58
151,54,17,93051,6
151,55,11,87722,58
151,56,9,84544,59
151,57,1,89945,60
151,59,14,87588,58
152,4,10,108963,44
152,8,13,141749,16
152,14,3,106669,27
152,15,8,103821,34
152,18,5,105132,45
152,21,4,104822,45
152,22,2,109395,45
152,23,1,113002,45
152,30,2,106132,23
152,31,3,103381,24
152,35,3,106343,45
152,41,20,152927,7
152,44,7,104217,45
152,50,9,106874,44
152,54,12,106336,23
152,55,6,105018,45
152,56,15,119059,16
152,57,5,104423,13
152,58,13,128056,26
152,59,8,106860,44
153,2,6,80050,76
153,4,17,81693,37
153,8,7,78749,76
153,14,3,77850,77
153,15,10,79903,75
153,18,17,83908,34
153,21,12,80458,67
153,22,2,78459,77
153,23,4,80319,77
153,30,1,80629,77
153,31,8,80555,76
153,35,9,79494,75
153,37,11,79641,75
153,44,16,1169677,58
153,49,13,82524,63
153,50,12,80978,74
153,54,18,81912,8
153,55,10,79631,53
153,57,5,80371,77
153,58,15,86556,63
153,59,17,83638,11
154,14,2,113722,36
154,15,6,114170,36
154,18,9,113409,17
154,21,3,117070,36
154,22,5,115111,36
154,23,7,114095,36
154,30,1,119441,36
154,31,13,125821,1
154,35,8,115041,36
154,37,17,229381,1
154,44,11,114988,35
154,49,9,116538,35
154,50,10,117462,35
154,55,5,113991,31
154,57,4,116351,36
154,58,13,119263,32
154,59,12,117821,35
155,2,11,86825,52
155,4,13,88501,51
155,8,7,86926,53
155,14,5,88101,6
155,15,8,87289,52
155,18,21,88268,4
155,21,10,88805,52
155,22,2,85922,53
155,23,3,87586,53
155,30,4,85606,53
155,31,1,86143,53
155,35,6,87908,53
155,37,5,89369,53
155,44,9,87475,52
155,49,9,87394,28
155,50,14,88375,25
155,56,18,95020,14
155,57,9,87656,19
155,59,13,90061,46
155,61,12,87643,52
155,62,15,91561,44
156,2,6,75904,73
156,4,17,78355,36
156,8,22,111518,2
156,14,3,74672,73
156,15,7,75732,72
156,18,9,75434,72
156,21,8,75525,72
156,22,4,79476,71
156,23,8,77246,36
156,30,2,75579,73
156,31,5,78315,38
156,35,16,82654,45
156,37,12,75853,72
156,44,11,75929,72
156,49,10,76413,72
156,50,15,77920,44
156,55,4,78451,73
156,56,5,78095,73
156,57,1,77190,73
156,59,13,79317,72
156,61,14,80346,72
156,62,19,173435,38
157,2,9,100295,52
157,4,11,99733,52
157,8,9,100699,5
157,14,3,97580,53
157,15,10,100347,5
157,18,7,101685,53
157,21,11,148565,47
157,22,5,97708,53
157,23,6,97636,53
157,30,1,100664,53
157,31,2,98404,53
157,35,10,100554,52
157,37,12,106021,45
157,44,13,99669,51
157,49,12,99098,52
157,50,15,182886,51
157,55,8,100452,52
157,56,10,125920,24
157,57,4,100913,53
157,59,14,101663,51
157,61,19,188867,42
157,62,16,103854,50
158,2,10,94714,56
158,14,17,160194,11
158,15,3,94368,35
158,18,6,94452,46
158,21,5,94066,58
158,22,2,95356,58
158,23,3,96958,58
158,25,8,93722,58
158,30,1,102620,58
158,35,4,94351,58
158,37,10,95663,6
158,41,7,93868,58
158,48,9,94442,57
158,49,5,98104,39
158,50,18,94834,16
158,55,13,95603,27
158,56,11,95789,6
158,57,1,92433,18
158,60,11,154757,40
158,63,6,93957,58
158,64,11,152051,41
158,65,21,132970,1
159,2,17,79917,9
159,14,2,75888,71
159,15,5,79431,71
159,18,7,77640,70
159,21,3,76799,71
159,22,8,106109,27
159,23,6,76905,70
159,25,20,82315,6
159,30,1,77577,71
159,35,13,78379,16
159,37,9,77608,70
159,41,10,77005,69
159,48,11,77174,31
159,49,4,75192,71
159,50,8,78391,70
159,55,9,78381,11
159,56,6,77792,20
159,57,2,91921,30
159,60,11,78339,69
159,65,10,95587,51
160,2,17,113940,22
160,14,3,88764,62
160,15,7,88833,58
160,18,16,92026,5
160,21,11,89558,61
160,22,4,91776,62
160,23,5,87339,45
160,25,9,91559,61
160,30,1,88054,62
160,35,5,89120,61
160,37,13,91055,49
160,41,12,90899,61
160,48,17,91524,5
160,49,16,98625,4
160,50,14,89678,59
160,55,16,133770,25
160,56,7,89499,61
160,57,2,87412,62
160,60,13,90548,60
160,63,6,89092,61
160,64,8,87814,61
160,65,10,90003,61
161,2,15,89088,51
161,14,1,87392,60
161,15,6,91648,60
161,18,5,90214,60
161,21,7,91693,59
161,22,1,109281,35
161,23,4,89817,60
161,25,9,88832,59
161,30,3,88236,60
161,35,7,103781,56
161,37,21,89001,26
161,41,11,89621,36
161,48,14,88933,59
161,49,8,117731,54
161,50,22,170202,20
161,55,10,89250,59
161,56,13,88603,59
161,57,2,87006,60
161,60,15,90106,59
161,63,8,89242,59
161,64,11,89245,59
161,65,12,88528,59
162,2,16,89634,62
162,14,2,88654,65
162,15,12,90529,64
162,18,6,86481,61
162,21,9,86691,64
162,22,3,87511,65
162,23,4,88600,65
162,25,10,87060,64
162,30,5,88634,65
162,35,8,90343,21
162,37,18,99009,1
162,41,8,87709,64
162,48,14,87502,63
162,49,6,87487,65
162,50,8,90528,25
162,55,17,98729,1
162,56,11,86239,64
162,57,1,89983,65
162,60,15,88216,63
162,63,7,87709,64
162,65,13,90760,64
163,14,3,92100,66
163,18,7,96063,62
163,21,5,93322,66
163,22,4,93391,66
163,23,9,93590,29
163,25,8,96445,61
163,30,1,95634,67
163,35,7,98976,46
163,37,6,92888,66
163,41,11,95842,51
163,48,13,97456,47
163,49,12,84937,2
163,50,8,93876,29
163,55,9,95384,65
163,56,7,94226,29
163,57,2,94097,67
163,60,8,94342,65
163,63,13,93001,27
163,64,7,94134,65
163,65,7,94816,61
164,2,8,90138,77
164,14,1,86941,78
164,15,2,84085,36
164,18,19,86535,16
164,21,3,84740,78
164,22,2,85385,78
164,23,4,84171,37
164,25,17,85484,18
164,30,1,84832,55
164,35,7,83433,77
164,41,10,83514,48
164,48,18,84599,21
164,49,2,82246,70
164,50,9,84800,60
164,55,7,84641,29
164,56,4,87286,78
164,57,6,90067,77
164,60,17,85086,22
164,63,5,89394,78
164,64,12,84590,30
164,65,9,90929,76
165,2,19,108156,34
165,14,7,98236,69
165,15,6,99385,69
165,18,11,101636,68
165,21,3,97814,69
165,22,2,101688,69
165,23,8,97981,64
165,25,9,103392,69
165,30,1,105148,69
165,35,10,97897,64
165,37,12,97999,48
165,41,8,99948,69
165,48,14,98489,64
165,49,7,83662,32
165,50,5,99198,69
165,55,17,81701,38
165,56,13,103501,66
165,57,4,99255,69
165,60,12,101954,68
165,63,13,83047,42
165,64,10,100517,69
165,65,15,87070,14
166,2,12,83667,71
166,14,1,83581,72
166,15,6,83873,72
166,18,8,83423,71
166,21,9,83704,71
166,22,3,84504,72
166,23,5,84800,72
166,25,16,83164,34
166,30,2,81992,58
166,35,4,84913,72
166,37,17,137314,45
166,41,17,82672,16
166,48,15,85329,70
166,49,7,83126,71
166,50,14,82498,25
166,55,14,85202,70
166,56,13,83106,70
166,57,2,83609,72
166,60,19,83694,31
166,63,10,85304,71
166,64,11,83997,71
166,65,21,98390,20
167,2,13,74903,41
167,14,2,76522,71
167,18,5,73851,70
167,22,3,74193,71
167,23,14,93572,52
167,25,10,75640,70
167,35,4,75875,70
167,37,4,78100,32
167,41,11,73767,58
167,48,8,74438,70
167,49,7,76588,4
167,50,17,84552,14
167,54,11,74643,69
167,55,14,74039,41
167,57,1,76623,71
167,60,12,73867,68
167,63,6,73747,70
167,64,9,74180,70
167,65,7,73613,70
168,2,10,120228,40
168,14,3,118355,45
168,15,9,118538,45
168,18,4,116846,45
168,22,1,123078,45
168,23,7,119329,45
168,25,10,168654,31
168,35,8,120654,45
168,37,6,118478,45
168,41,4,119314,37
168,48,11,107158,33
168,49,3,130261,39
168,50,8,120100,39
168,55,17,109563,29
168,56,10,120694,45
168,57,2,119015,45
168,60,11,122690,45
168,63,5,118953,45
168,64,16,109755,29
168,65,8,110515,12
169,2,15,87899,22
169,14,3,82029,77
169,15,7,83088,76
169,18,9,85565,76
169,21,20,89133,31
169,22,4,82748,77
169,23,5,84765,77
169,25,11,85510,76
169,30,2,82104,77
169,35,12,82566,75
169,37,16,85369,73
169,41,14,85062,75
169,48,15,86411,74
169,49,6,84585,77
169,50,13,83136,75
169,55,22,281934,11
169,56,8,82792,76
169,57,1,84933,77
169,60,16,104449,68
169,63,10,84338,76
169,64,9,83144,62
169,65,14,112993,67
170,2,17,118831,12
170,14,4,115752,44
170,15,2,130300,4
170,18,5,116938,44
170,21,16,122148,8
170,22,4,114332,32
170,23,3,117529,44
170,25,13,116988,43
170,30,2,115051,44
170,35,7,121078,44
170,37,16,120949,42
170,41,12,118687,43
170,48,14,118689,43
170,49,6,117130,44
170,50,15,122428,43
170,55,9,132500,32
170,56,10,116088,44
170,57,1,116128,44
170,60,17,125713,42
170,63,9,115901,44
170,64,11,117570,44
170,65,8,115871,44
171,2,9,89989,15
171,18,6,147819,10
171,21,11,87640,52
171,23,3,88729,53
171,25,5,87866,53
171,30,1,87564,53
171,35,3,88038,14
171,41,6,87233,53
171,48,9,88914,52
171,50,4,87704,53
171,55,12,88506,51
171,57,2,86090,53
171,60,10,88850,52
171,63,7,89560,52
171,64,8,88203,52
171,65,15,258026,1
172,2,9,76074,72
172,14,5,77377,73
172,15,22,132279,12
172,18,8,83618,14
172,21,17,76934,44
172,22,2,77045,73
172,23,14,76023,58
172,25,10,75796,72
172,30,1,77733,73
172,35,4,75634,73
172,37,13,87067,45
172,41,6,77013,73
172,48,12,76044,72
172,49,3,75573,73
172,50,4,76252,34
172,55,8,76579,64
172,56,7,76474,73
172,57,2,75773,25
172,60,14,76770,59
172,63,16,80244,18
172,64,8,75409,72
172,65,11,76377,72
173,2,18,184098,41
173,14,3,104219,53
173,15,13,103499,52
173,18,5,103895,53
173,21,14,103475,52
173,22,4,104735,53
173,23,6,101429,41
173,25,18,108153,37
173,30,1,102019,53
173,35,6,103654,52
173,37,12,103675,52
173,41,9,106374,52
173,48,15,110917,46
173,49,10,102233,29
173,50,22,130996,9
173,55,10,102737,19
173,56,8,102797,52
173,57,2,99577,53
173,60,15,105455,51
173,63,10,105795,52
173,64,11,103550,52
173,65,7,102822,52
174,14,2,99666,56
174,15,12,102787,55
174,18,10,102287,18
174,21,9,102495,55
174,22,3,101250,56
174,23,13,114289,43
174,25,7,102232,56
174,30,1,99575,56
174,35,5,102894,56
174,41,9,102251,46
174,48,15,105651,36
174,49,19,142297,7
174,50,10,117415,55
174,55,11,103504,55
174,56,6,100725,56
174,57,4,103079,56
174,60,13,103802,50
174,63,8,102349,55
174,65,10,101992,48
175,14,2,95200,13
175,15,13,143792,25
175,21,4,95223,57
175,22,5,96900,57
175,23,3,95101,57
175,25,10,100434,28
175,30,8,92720,56
175,35,8,94990,13
175,37,6,97731,57
175,41,8,95198,48
175,44,9,120163,23
175,48,12,144129,25
175,49,2,93460,57
175,56,1,95503,57
175,57,16,127725,21
175,64,4,96382,27
175,68,7,96040,57
175,69,9,98841,42
175,70,13,97146,20
176,14,18,130205,22
176,15,18,155479,21
176,21,6,88621,38
176,22,3,81248,42
176,23,4,79640,71
176,25,7,81222,70
176,30,2,79445,72
176,35,9,100514,49
176,37,8,85151,52
176,44,6,82033,71
176,48,9,83534,69
176,49,3,79700,71
176,55,9,119171,27
176,56,5,79396,71
176,57,1,80395,72
176,64,7,83921,42
176,65,19,225908,15
176,68,8,82764,69
176,70,12,152843,43
176,71,20,111032,10
176,72,11,82020,31
177,14,2,92540,62
177,21,5,93488,61
177,22,3,91535,61
177,23,4,90995,28
177,25,18,94222,5
177,30,1,91962,62
177,37,17,94140,5
177,44,10,92144,48
177,48,9,94188,59
177,49,4,90229,46
177,55,6,94407,61
177,56,3,90591,46
177,57,1,90781,17
177,63,7,99814,59
177,64,12,91612,49
177,65,5,92092,58
177,68,15,91587,29
177,69,8,98731,59
177,70,7,91323,58
177,71,4,91748,61
178,14,4,96932,36
178,15,7,87110,77
178,21,5,88164,77
178,22,5,85032,71
178,23,10,83982,54
178,25,6,86376,77
178,30,1,89696,78
178,35,8,84211,32
178,37,19,88666,30
178,44,12,86024,40
178,48,19,91229,24
178,49,4,87314,78
178,55,11,125301,50
178,56,2,86794,78
178,57,3,86480,78
178,63,11,85190,36
178,64,8,83134,49
178,65,11,85870,32
178,68,15,88810,36
178,69,18,91705,10
178,70,8,89229,76
178,71,17,88848,3
179,14,2,86365,65
179,15,6,89252,64
179,21,10,88278,64
179,22,8,88717,64
179,23,5,91384,65
179,25,11,87870,64
179,30,3,88132,65
179,35,5,91101,40
179,37,12,89449,63
179,44,21,112570,24
179,49,8,86894,35
179,55,9,107667,27
179,56,4,88895,65
179,57,1,89046,65
179,63,9,88287,64
179,64,9,89058,40
179,65,11,91083,40
179,68,13,90177,62
179,69,14,92411,50
179,70,13,92220,24
179,71,7,87929,64
180,14,7,101884,69
180,21,2,134610,69
180,22,18,89706,14
180,23,4,129048,69
180,30,1,81514,29
180,35,8,82825,34
180,37,11,83548,22
180,41,13,123038,2
180,44,9,102852,68
180,48,8,102682,68
180,49,2,81284,65
180,56,3,134871,69
180,57,1,134390,69
180,64,6,126805,69
180,65,5,127179,69
180,68,9,87983,41
180,69,10,134124,67
180,70,8,85348,50
180,71,11,84009,14
181,14,1,79371,9
181,15,7,98508,72
181,21,9,94740,42
181,22,3,100202,72
181,23,4,98489,72
181,25,12,116963,25
181,30,5,98894,72
181,35,9,118657,25
181,37,12,102769,71
181,41,9,110850,72
181,44,8,97914,72
181,48,15,116661,25
181,49,1,96663,72
181,55,3,100943,24
181,56,6,99207,72
181,57,2,100617,72
181,64,11,82720,6
181,65,22,103748,4
181,68,11,101901,71
181,69,10,101579,71
181,70,11,130440,26
181,71,14,149519,31
182,14,1,90173,60
182,15,9,91577,60
182,21,7,90446,60
182,22,8,89557,60
182,23,3,90079,60
182,25,10,91292,60
182,35,10,98844,29
182,41,14,118079,41
182,44,13,92257,60
182,48,15,93570,58
182,49,4,89766,60
182,55,14,92526,59
182,56,2,89540,60
182,57,16,99149,35
182,64,6,90882,60
182,65,12,90867,60
182,68,16,97219,58
182,69,20,98866,6
182,70,11,90928,60
182,71,5,95372,60
183,14,2,72980,71
183,15,7,75953,70
183,21,7,74033,68
183,22,4,74350,55
183,23,6,76173,8
183,25,5,74277,71
183,35,12,90374,34
183,37,16,76178,38
183,41,10,74515,63
183,44,10,73719,70
183,48,11,74721,70
183,49,4,77392,71
183,55,6,74221,49
183,56,1,73281,71
183,57,3,73656,71
183,63,9,73697,70
183,64,6,74416,71
183,65,14,72641,67
183,68,15,75361,25
183,69,13,80358,68
183,70,13,74641,35
183,71,8,76615,70
184,14,5,105837,45
184,15,11,110252,10
184,21,19,107842,7
184,22,19,152486,6
184,23,4,110560,45
184,25,7,109445,45
184,37,11,111032,37
184,41,15,110006,20
184,44,6,109016,45
184,48,9,113304,45
184,49,3,111057,45
184,55,8,112041,45
184,56,1,110077,45
184,57,4,140462,25
184,63,2,110054,45
184,65,5,109135,40
184,68,16,111336,15
184,69,10,112206,44
184,70,13,117523,21
184,71,11,119333,13
185,14,2,82938,77
185,15,8,85960,76
185,21,5,102995,52
185,22,5,84031,77
185,23,9,84092,76
185,25,7,82743,77
185,35,14,101497,60
185,37,15,83938,75
185,41,13,85331,75
185,44,10,84591,76
185,48,17,88332,74
185,49,4,85391,77
185,55,8,80870,74
185,56,3,83789,77
185,57,1,87757,77
185,63,12,84883,75
185,64,9,82452,19
185,65,11,86316,76
185,68,20,105499,26
185,69,14,84782,75
185,70,22,103891,10
185,71,6,87847,77
186,14,1,120468,44
186,15,12,120002,44
186,21,11,119462,44
186,22,10,117147,44
186,23,5,118462,44
186,25,14,122037,44
186,35,15,124580,43
186,37,17,119339,35
186,41,19,173378,33
186,44,13,119225,44
186,48,16,120383,43
186,49,3,118346,44
186,55,9,119670,44
186,56,4,119517,44
186,57,2,117447,44
186,63,7,115763,44
186,64,18,120115,19
186,65,14,117599,27
186,69,16,123191,33
186,70,8,117606,44
186,71,6,118126,44
187,14,5,86185,53
187,15,14,110485,29
187,21,15,100305,1
187,22,4,86105,53
187,23,2,86449,53
187,25,18,108166,11
187,35,8,87932,53
187,37,14,92491,35
187,41,15,125089,25
187,44,11,86464,52
187,49,1,86426,53
187,55,9,86162,53
187,56,6,86854,53
187,57,1,86126,29
187,63,3,87210,53
187,64,12,99370,1
187,65,11,86743,40
187,68,13,89731,35
187,69,16,89926,23
187,70,7,86593,53
187,71,10,90770,53
188,14,1,98763,37
188,15,2,84419,66
188,21,1,89385,48
188,22,3,84225,66
188,23,4,84731,66
188,35,5,90892,61
188,37,12,90874,52
188,41,8,83424,65
188,44,9,84154,65
188,48,6,83965,66
188,49,1,84197,32
188,55,10,99432,35
188,56,7,82990,66
188,57,5,83344,66
188,63,14,111491,44
188,65,1,85415,66
188,68,15,104476,42
188,69,4,87249,53
188,70,17,85213,10
189,14,2,103058,14
189,21,11,103490,52
189,22,5,104545,56
189,23,9,106567,7
189,25,8,103870,56
189,30,2,103324,56
189,35,9,104257,48
189,37,12,105306,30
189,41,15,108369,6
189,44,15,109338,5
189,48,9,108912,55
189,49,6,103019,56
189,55,7,101328,56
189,56,1,103067,56
189,57,3,101608,56
189,64,9,103233,44
189,65,4,105489,56
189,68,17,266557,7
189,69,14,148114,15
189,70,10,102616,55
190,14,11,119827,39
190,15,9,104304,3
190,21,13,106228,47
190,22,8,104802,52
190,23,5,105693,53
190,25,10,106017,52
190,30,2,106900,53
190,35,9,106339,52
190,37,13,106656,51
190,41,12,106627,52
190,44,14,135561,19
190,48,15,115357,31
190,49,4,105451,53
190,55,6,104707,52
190,56,3,106096,53
190,57,1,108920,53
190,64,11,107186,52
190,65,7,104839,52
190,68,15,116594,43
190,69,16,106994,43
190,71,17,112386,21
191,14,2,93284,58
191,15,7,95010,26
191,21,7,95958,43
191,23,14,110966,1
191,25,7,94909,57
191,30,3,99154,5
191,35,5,96436,57
191,44,9,94382,57
191,49,3,94333,57
191,55,8,96798,41
191,56,4,94730,57
191,57,1,93156,58
191,63,11,97093,23
191,64,18,99916,2
191,65,6,96462,57
191,68,16,113124,1
191,71,8,94359,57
191,73,13,173798,25
191,74,14,98033,22
191,75,16,194827,8
191,76,15,112353,1
192,14,2,81530,72
192,15,20,100563,17
192,21,6,81371,71
192,22,12,94608,56
192,25,4,81573,72
192,30,3,81240,72
192,35,7,81887,71
192,44,10,80839,63
192,49,5,83989,71
192,55,9,81363,71
192,56,8,82638,71
192,57,1,84033,72
192,63,17,83619,18
192,64,15,84767,26
192,65,11,102813,67
192,68,15,83810,19
192,71,10,83600,70
192,73,15,83998,52
192,74,15,84878,44
192,75,16,84475,3
192,76,11,82419,70
193,14,6,91582,72
193,15,11,92862,70
193,21,7,93868,72
193,22,10,94850,70
193,23,18,93763,22
193,25,4,93902,72
193,30,1,93512,72
193,35,6,90516,52
193,44,8,93864,65
