race_id,driver_id,count
1037,844,44
1053,1,63
64,29,1
1032,1,71
351,30,60
215,15,58
209,75,49
983,13,55
337,1,49
20,19,56
189,70,55
187,71,53
100,17,60
980,20,44
120,14,70
855,30,53
114,31,78
994,839,78
898,20,56
167,57,71
12,3,44
130,18,51
1040,844,53
953,4,78
182,14,60
1056,841,77
170,49,44
954,3,70
905,824,77
27,13,67
931,807,78
121,44,35
1025,846,53
973,840,64
344,1,70
180,71,14
121,4,52
1026,830,14
137,17,4
1024,154,61
344,15,42
337,24,49
1015,847,77
345,807,49
22,5,57
976,835,7
178,55,50
956,822,70
1002,832,53
1088,832,72
159,56,20
229,84,30
187,56,53
1025,844,53
1022,154,43
63,26,69
1075,817,35
1029,842,71
206,64,2
900,818,57
142,21,31
232,84,71
932,13,70
126,23,71
1077,4,6
930,813,45
855,16,53
76,27,73
1008,832,70
1085,825,37
228,79,45
46,19,41
40,21,77
42,15,73
218,15,42
184,71,13
996,154,52
1058,20,70
948,821,16
1063,842,1
69,37,52
980,826,44
236,55,44
355,1,55
976,826,9
954,13,35
903,3,56
93,23,62
955,815,51
896,20,60
233,73,13
886,823,43
2,9,1
125,62,29
973,154,65
350,3,53
141,55,57
187,22,53
152,44,45
861,1,56
1,67,58
193,55,72
185,71,77
88,11,52
973,815,65
69,13,53
201,55,45
88,42,9
144,30,24
177,69,59
870,814,69
856,3,55
182,44,60
1014,817,66
971,826,56
151,56,59
942,822,5
162,35,21
130,17,76
903,1,56
348,24,69
1036,1,66
905,18,77
1008,828,20
192,22,56
1021,817,69
208,50,70
57,17,12
881,818,56
936,817,69
1058,815,71
354,808,70
226,77,56
36,25,48
845,10,63
969,154,13
915,822,53
187,14,53
989,1,58
96,14,25
184,56,45
887,824,52
1073,844,58
120,44,33
996,838,52
219,49,53
136,14,77
1067,846,58
349,29,40
66,2,56
62,18,3
19,16,5
997,844,70
105,47,53
1021,826,68
927,813,47
207,23,1
846,22,77
964,817,53
1078,852,57
856,153,55
888,821,60
1075,1,50
118,22,60
1011,830,57
200,14,71
173,60,51
971,8,57
17,24,55
38,11,34
841,18,58
866,155,70
343,3,58
865,817,65
178,71,3
1055,830,66
67,37,20
867,5,57
117,2,68
217,64,53
997,4,70
1061,846,52
110,50,30
867,18,57
125,56,30
65,3,19
1013,848,50
853,20,53
352,9,2
1044,822,57
876,813,59
353,22,55
145,56,48
153,44,58
1039,846,59
154,59,35
1045,825,56
170,14,44
930,3,66
150,4,65
99,46,65
144,18,60
348,3,15
977,13,70
950,821,55
874,39,32
49,4,44
16,21,71
1020,826,64
1073,1,58
885,813,44
181,68,71
229,64,5
128,18,60
885,818,78
120,50,67
119,44,66
944,154,70
42,27,70
963,815,56
995,832,67
858,817,48
152,22,45
916,825,56
1060,822,71
109,51,41
898,820,54
983,842,55
40,18,77
202,57,76
64,2,9
111,15,61
39,14,65
1086,855,69
991,825,56
841,5,19
55,18,56
27,7,67
964,4,52
969,839,56
48,23,52
940,817,52
894,820,55
46,24,42
1032,8,70
49,8,44
861,3,56
213,71,53
855,817,51
1077,815,63
26,1,60
1029,841,71
156,49,72
66,30,58
897,814,55
132,44,59
1010,841,57
909,813,66
131,49,69
148,56,1
211,21,61
12,21,44
904,8,65
83,33,66
1077,848,62
45,22,59
859,815,70
21,11,65
976,840,51
38,8,57
149,50,58
969,835,15
184,44,45
958,831,69
988,8,55
89,11,34
907,821,69
915,821,52
1089,817,45
1061,840,52
872,811,53
24,10,70
51,9,33
932,829,66
1030,9,53
135,13,66
984,815,53
844,22,57
37,8,56
1076,840,58
118,44,60
342,30,78
1008,844,71
200,64,3
1019,840,52
88,13,53
1033,826,69
205,68,65
80,18,69
70,11,70
47,25,58
110,43,53
159,15,71
1006,845,55
70,8,71
998,154,37
205,44,65
91,2,34
841,814,57
239,65,52
162,23,65
996,815,27
31,8,53
224,77,58
34,13,56
349,1,44
951,831,52
952,13,66
992,20,51
912,3,53
936,815,53
1047,842,55
987,817,71
221,50,50
202,22,54
1065,4,53
230,56,1
179,69,50
50,24,67
893,821,61
844,13,58
139,17,38
185,48,74
905,817,78
865,811,78
142,56,3
223,57,69
992,844,51
120,23,70
344,17,70
987,8,71
895,818,52
52,8,71
855,10,51
1038,830,30
1009,1,55
177,70,58
177,22,61
983,815,56
939,822,61
973,835,64
984,839,53
233,71,26
862,10,55
970,817,56
936,828,69
131,2,69
1035,849,51
224,35,58
1025,1,53
884,8,66
219,14,53
191,75,8
944,18,70
30,3,43
56,11,44
170,2,12
1018,847,69
863,807,57
2,7,31
145,35,65
1055,817,66
1057,841,51
964,20,53
890,815,69
234,55,45
47,4,58
982,840,58
993,4,65
877,4,55
189,35,48
345,15,53
863,4,57
68,26,55
943,817,71
907,807,71
191,57,58
138,22,53
1073,832,58
1037,822,44
26,6,59
1091,840,59
875,807,55
933,154,35
865,20,78
165,63,42
82,35,64
156,50,44
121,8,53
1041,807,60
230,22,45
1077,847,63
981,838,33
23,10,75
870,154,69
80,35,69
1020,840,64
6,20,15
1033,832,69
196,30,76
26,7,59
179,63,64
339,808,32
45,1,59
99,43,69
100,32,59
934,832,31
883,17,57
888,20,60
937,832,32
969,838,55
194,56,62
1073,846,58
116,21,58
844,24,53
56,18,62
195,55,63
990,830,3
1002,20,53
1015,9,77
926,807,57
901,3,56
44,17,8
969,817,25
218,22,8
842,15,31
116,8,25
44,27,57
100,46,56
916,826,55
6,3,78
166,65,20
863,10,55
982,826,10
229,73,3
1054,846,66
1015,817,78
161,56,59
1087,4,44
913,817,60
976,839,51
194,73,48
1085,839,53
1003,825,59
178,37,30
130,31,46
22,22,57
211,65,9
897,20,55
862,17,56
895,813,52
936,1,69
847,17,70
115,15,22
845,15,64
53,32,57
156,14,73
937,815,43
170,55,32
1071,822,71
12,10,44
846,17,78
111,4,62
928,18,55
847,24,69
228,57,61
908,4,52
108,30,58
40,11,76
892,4,53
97,14,69
25,4,70
119,15,67
960,830,44
56,22,62
169,23,77
68,29,52
1020,842,61
52,9,71
47,19,57
1014,832,66
875,811,55
1058,853,68
1002,822,53
238,79,68
876,4,60
1059,8,52
141,4,56
180,23,69
113,21,60
33,22,66
881,16,27
1012,832,55
152,21,45
211,15,7
1053,840,63
951,3,53
23,4,75
937,13,43
346,807,52
126,2,61
80,17,68
165,23,64
1007,822,70
30,5,43
72,17,36
8,22,60
239,63,20
37,18,55
854,13,60
5,2,66
129,21,71
50,23,55
987,20,71
960,154,44
1026,832,52
28,12,70
140,63,52
97,18,70
1081,832,8
23,15,75
866,819,67
1,20,56
1061,853,51
340,30,56
226,79,28
102,8,13
7,13,58
52,22,40
165,25,69
13,8,53
158,55,27
942,3,56
909,822,67
126,37,70
29,7,57
108,42,52
161,49,54
216,76,27
1026,9,50
226,85,69
852,808,44
1054,830,66
1026,154,51
1038,817,53
996,832,53
196,56,78
975,4,66
40,9,77
128,11,10
868,8,52
1031,817,17
59,4,78
354,17,71
984,13,52
886,4,70
88,39,51
912,820,5
861,154,3
63,35,69
960,4,44
984,1,53
201,49,45
891,1,44
1015,848,78
1008,822,71
52,23,70
888,3,60
94,23,66
96,47,57
863,819,24
151,23,36
1000,840,68
1004,830,53
176,25,70
866,1,70
979,832,69
905,821,59
883,820,56
1085,842,53
77,8,58
143,59,15
853,814,52
129,15,44
913,807,60
894,16,50
68,2,56
850,812,56
906,807,70
5,22,66
856,1,55
851,155,69
1030,847,54
931,154,78
89,33,56
126,30,71
1072,847,14
911,3,44
916,3,56
149,18,65
1009,843,54
910,807,14
876,18,60
53,31,57
868,10,51
169,2,22
182,70,60
967,830,71
945,8,55
2,67,30
347,10,64
222,44,36
75,30,46
1026,825,51
841,153,57
73,15,57
80,31,46
175,35,13
1032,815,71
1082,817,70
1042,8,65
345,5,8
971,832,12
971,835,56
202,23,76
1035,844,52
348,10,67
140,56,52
19,20,39
200,35,71
123,17,53
896,154,60
238,86,65
152,41,7
1092,846,28
12,20,44
346,810,9
175,14,13
998,4,52
345,9,57
912,807,53
118,21,44
1080,815,64
988,838,54
1085,846,53
342,15,68
895,817,52
849,1,52
112,35,12
1,16,58
196,65,77
344,9,70
1084,847,71
53,8,57
1008,4,69
901,821,35
971,825,8
106,15,52
899,3,71
872,13,53
29,21,56
1011,1,57
140,13,3
1015,20,78
238,14,68
978,840,50
3,15,18
1009,842,46
1071,853,69
1042,817,65
59,31,78
905,3,78
1032,839,25
961,831,6
1089,849,52
128,31,65
1004,817,53
181,44,72
181,57,72
174,50,55
197,76,68
153,54,8
1089,842,53
218,81,44
97,23,70
202,30,77
1078,830,57
204,56,53
948,8,21
103,4,11
202,71,77
20,7,56
110,31,24
151,14,2
176,64,42
27,2,67
950,817,56
989,842,13
123,31,9
1010,1,58
337,807,48
913,154,60
206,55,51
66,14,55
203,50,8
1069,1,56
5,20,66
108,35,58
1044,817,58
942,4,56
39,8,9
135,14,66
8,67,59
899,820,69
893,4,61
86,42,39
1069,847,55
1007,832,28
61,4,70
1044,849,39
945,832,55
110,22,46
953,821,77
1042,848,65
185,70,10
1065,853,41
67,21,53
978,4,32
1040,8,52
170,23,44
160,48,5
128,14,65
851,15,17
188,69,53
1080,4,64
194,49,62
845,808,65
169,56,76
101,30,66
1080,847,64
204,74,51
1067,841,57
111,17,54
1043,846,63
881,807,56
131,30,70
223,82,68
941,817,47
1064,840,70
884,3,66
891,822,44
863,30,57
76,17,78
39,21,64
1043,839,27
177,23,28
1023,817,53
41,2,70
939,830,61
154,50,35
892,3,53
86,30,13
869,30,67
138,63,52
895,20,53
146,22,71
236,73,43
929,829,55
1017,9,51
67,13,53
1010,815,57
105,23,37
27,10,35
7,18,58
44,18,58
233,44,40
850,153,59
352,10,51
349,155,44
998,817,52
1087,839,44
942,832,56
168,50,39
1070,815,71
1072,8,49
109,49,55
940,828,52
54,13,56
59,24,77
236,77,44
97,11,48
230,55,65
66,23,58
1027,848,71
207,15,55
12,16,44
161,22,35
118,31,60
961,832,52
939,828,61
74,15,62
140,31,53
223,71,47
22,10,57
969,830,57
1039,839,7
15,67,11
351,16,61
849,813,51
957,825,49
159,41,69
964,836,52
109,52,55
112,23,64
120,53,66
28,4,70
8,17,60
73,18,46
855,5,53
68,22,56
90,31,58
134,2,71
861,815,56
153,58,63
220,75,57
892,813,53
974,807,15
980,825,44
863,808,56
848,155,56
1011,817,53
196,25,42
940,4,52
1019,832,52
1006,20,56
928,3,56
897,819,54
1018,848,70
115,17,69
236,63,44
873,5,59
858,15,53
173,14,53
1003,1,61
36,23,57
8,10,60
1044,815,58
103,47,28
846,808,67
63,21,70
1070,8,70
847,39,69
939,831,61
192,49,71
208,63,71
75,23,66
89,8,56
42,17,73
12,6,44
1069,840,55
181,15,72
214,21,71
125,15,9
148,2,1
1007,154,68
50,22,67
1046,822,87
948,837,17
204,49,52
172,60,59
92,46,52
218,65,44
1014,826,66
900,807,57
38,23,56
234,30,45
121,43,3
57,22,60
120,4,70
83,13,63
1031,815,71
1023,807,53
992,4,51
886,3,70
32,5,61
169,55,11
1056,854,75
214,49,72
51,18,56
859,155,70
69,22,52
108,44,31
35,17,71
77,24,59
1003,844,60
891,814,26
859,18,71
885,17,78
1058,840,70
157,31,53
20,17,57
189,57,56
204,71,53
866,818,69
27,16,67
1060,846,71
928,833,54
929,813,56
904,821,65
992,840,51
121,53,51
854,817,57
910,1,70
1067,1,58
45,19,59
1007,838,69
996,807,53
111,52,51
118,14,60
131,18,65
186,64,19
962,822,35
180,37,22
45,24,2
849,10,50
856,811,54
64,30,67
1015,154,78
353,16,46
30,8,42
1082,825,70
103,30,44
21,4,34
341,22,65
337,16,49
909,155,65
134,31,72
208,77,72
219,76,31
1012,842,56
73,27,53
1033,830,70
1086,846,70
11,3,57
231,55,69
1046,832,87
121,31,53
70,22,71
36,1,58
157,23,53
951,826,52
4,22,57
894,818,53
350,811,11
847,155,70
1079,1,66
88,4,53
890,818,69
186,55,44
172,50,34
168,65,12
86,23,44
130,22,77
9,15,60
231,21,67
914,824,41
339,18,56
858,22,54
17,3,55
1059,849,52
856,16,55
999,844,66
856,814,55
1014,154,66
346,67,52
883,818,16
107,22,71
1,15,58
345,3,57
1085,847,53
974,815,78
28,8,70
972,839,52
199,74,29
1083,849,52
846,30,32
158,41,58
930,20,66
880,1,58
873,30,38
213,22,33
211,71,1
100,11,60
178,25,77
8,1,59
948,817,57
202,25,69
139,62,46
145,22,49
1074,1,57
1054,852,65
969,20,57
880,818,58
894,814,24
183,22,55
1069,841,55
912,20,53
882,20,56
210,57,61
59,18,77
225,79,69
228,56,63
172,37,45
28,18,69
1003,8,61
205,30,67
848,39,54
17,153,18
233,63,60
864,10,64
957,835,37
858,30,55
354,1,71
339,13,56
66,18,58
1031,822,71
1001,839,44
49,20,8
160,49,4
1089,852,52
134,56,52
76,39,18
942,807,35
74,14,61
80,23,69
162,55,1
40,23,76
217,81,7
884,17,66
166,37,45
100,45,47
931,13,77
92,8,7
860,808,34
1001,843,43
978,8,51
230,30,65
22,16,57
199,23,59
874,813,53
123,52,51
902,154,57
1011,846,57
1025,841,53
1060,852,70
1,6,17
83,18,70
1057,849,51
28,9,70
67,24,52
1085,817,53
221,57,43
983,840,55
186,57,44
1088,825,72
34,18,55
973,826,65
207,78,58
96,8,9
927,830,56
1001,20,44
1058,830,71
50,21,67
235,84,5
61,11,64
1071,20,70
890,3,64
996,822,53
1046,848,87
106,32,52
183,49,71
896,814,60
22,9,58
858,5,54
45,25,60
352,4,53
875,8,55
138,11,52
154,14,36
1001,815,44
866,3,70
92,15,57
215,76,50
180,22,14
151,31,60
993,830,66
1019,846,52
914,4,2
132,14,27
184,14,45
102,4,70
119,18,66
37,11,55
1021,20,70
18,10,43
54,23,56
98,44,73
1053,815,63
53,17,57
886,1,70
1066,830,53
194,21,17
860,30,10
197,21,69
1025,847,27
122,50,69
980,13,44
75,39,63
51,1,30
1016,825,68
37,9,55
911,813,1
131,44,69
862,819,55
927,20,56
870,811,69
47,29,56
1054,4,66
44,23,22
1062,1,70
75,22,65
967,832,71
975,839,70
194,23,60
133,35,59
56,4,62
232,55,72
882,18,56
201,71,45
850,814,59
1026,844,51
1018,20,71
975,817,70
99,48,70
39,1,65
116,2,59
957,154,17
948,815,57
876,1,60
19,17,56
13,1,52
891,823,43
75,4,66
1009,840,54
129,22,71
109,43,55
876,155,60
232,64,28
16,24,71
951,836,51
896,818,59
1066,20,52
857,816,57
107,14,70
932,4,44
52,11,69
338,153,58
8,2,59
34,15,2
993,1,66
937,4,42
348,1,23
1032,842,70
165,64,69
96,2,59
216,15,45
1000,4,69
177,49,46
218,63,43
1011,847,56
79,30,73
856,67,55
188,57,66
978,815,50
1032,832,70
883,1,57
862,8,56
877,813,55
122,22,2
15,4,53
237,65,51
950,825,55
338,13,58
904,818,24
72,39,54
1000,845,68
147,37,18
7,7,57
1073,815,55
209,57,72
40,25,77
107,35,70
909,8,66
73,4,57
196,71,76
164,56,78
199,49,15
896,813,60
976,807,24
26,21,26
123,21,33
123,22,53
1023,830,53
881,814,22
1005,154,53
1019,1,52
121,21,52
1066,1,53
107,31,71
959,18,66
998,822,52
183,57,71
151,21,58
61,32,69
25,7,69
233,84,60
90,46,43
943,18,71
140,30,53
214,23,72
232,21,2
1017,830,53
111,14,62
77,40,56
850,5,58
94,21,66
932,3,70
156,21,72
130,21,77
1002,807,52
341,20,66
966,807,71
352,155,53
55,33,39
996,20,53
1080,20,64
20,5,57
177,63,59
1005,832,52
988,154,54
1013,20,51
177,56,46
985,154,55
100,18,60
203,30,25
997,154,70
184,41,20
1054,815,66
56,26,61
101,11,66
885,814,78
976,825,51
1017,815,52
975,825,69
182,69,6
238,44,69
1053,841,62
980,828,44
1086,1,70
186,15,44
1065,1,25
969,815,56
137,63,44
867,818,26
878,20,56
14,67,47
232,73,69
63,30,70
52,20,34
841,13,58
1010,822,58
98,21,65
119,49,1
981,825,52
108,2,20
219,71,46
219,55,53
170,63,44
907,8,71
21,10,65
133,49,20
123,50,51
906,815,69
848,1,57
1073,840,57
62,15,73
195,71,46
994,822,78
962,836,60
231,65,68
103,32,44
163,22,66
1020,847,64
1077,846,63
1005,822,53
203,71,44
166,64,71
213,15,32
342,153,78
871,808,43
68,13,44
988,817,20
903,154,28
41,22,70
982,1,58
973,832,65
163,41,51
104,22,53
202,35,77
955,821,50
193,25,72
345,4,57
888,1,60
340,4,56
951,828,52
103,13,44
861,813,54
46,29,4
962,3,61
860,818,58
1074,848,57
161,21,59
89,21,56
225,85,26
995,815,67
9,21,60
77,27,57
897,13,55
847,37,70
97,44,69
861,155,46
1024,20,61
903,813,55
849,30,52
41,13,51
129,8,5
1017,154,44
100,21,60
1080,822,64
85,38,51
1012,847,54
1031,20,71
1029,847,71
3,13,20
135,30,67
159,55,11
1018,826,70
130,63,69
132,37,59
974,1,78
1054,817,66
1045,1,57
112,4,65
235,79,74
1022,9,43
143,60,54
11,5,57
176,57,72
967,828,11
1045,815,53
1001,840,43
349,30,44
1047,822,55
959,20,67
897,817,54
20,13,57
900,20,3
133,15,29
93,21,61
208,23,52
30,18,43
1014,842,66
8,16,59
81,40,56
1073,817,57
61,2,69
131,56,41
153,8,76
882,819,55
867,813,57
190,65,52
49,13,44
152,57,13
94,8,65
982,4,8
116,50,57
878,807,56
1005,842,52
988,807,55
234,63,44
994,815,78
938,3,50
135,44,39
215,63,44
1061,849,51
982,13,58
892,17,53
82,14,67
152,30,23
24,18,70
108,43,7
142,35,3
125,44,9
984,836,51
185,68,26
854,3,60
1024,825,61
123,2,53
104,14,53
100,14,60
965,831,55
96,46,57
86,31,40
876,37,42
938,822,53
866,39,22
1030,817,54
902,815,57
1085,854,53
23,3,59
103,44,44
216,79,23
342,811,56
202,15,28
191,56,57
941,20,53
235,30,70
1015,815,77
10,2,70
31,21,11
977,826,68
841,815,58
121,50,27
205,63,65
162,41,64
1030,841,54
349,20,42
1051,852,56
95,18,77
176,14,22
989,822,58
899,807,71
867,814,57
77,31,59
53,21,21
113,51,67
1002,828,52
163,63,27
19,9,56
35,18,70
13,17,52
863,815,57
114,35,63
81,17,59
941,8,53
1043,848,63
6,18,78
1014,807,66
966,18,70
918,818,55
146,57,1
128,35,64
1077,20,63
40,4,78
962,13,60
212,23,50
208,14,71
38,17,41
1072,842,50
157,57,53
184,23,45
1055,853,64
216,50,44
892,20,53
1047,832,55
871,807,44
1002,840,52
166,50,25
1075,832,50
350,810,50
897,818,54
87,33,55
347,810,50
108,18,58
883,822,57
62,33,9
913,828,60
143,44,70
236,35,44
222,65,53
1002,817,23
55,32,4
976,838,51
92,31,56
850,813,59
122,52,48
860,155,58
19,12,56
904,3,66
1012,841,55
231,83,44
102,14,69
851,808,69
84,2,29
869,10,64
1012,822,56
843,2,56
47,14,58
133,56,23
36,9,36
183,63,70
902,825,40
17,67,55
228,64,62
196,76,30
953,832,77
868,37,50
348,67,69
966,826,70
1070,832,70
79,22,73
198,35,71
1075,847,50
1038,822,53
951,154,52
1016,826,69
1011,154,16
153,49,63
911,822,44
149,4,65
1064,853,41
879,1,54
144,23,62
156,30,73
166,14,72
1057,839,3
338,24,58
1083,830,52
1074,846,57
169,30,77
1059,822,53
868,155,52
69,2,53
175,23,57
102,46,66
874,18,53
893,819,60
10,16,1
1018,154,70
96,18,60
890,819,68
967,815,71
926,20,58
968,18,12
88,14,53
962,830,61
115,2,47
72,8,56
155,8,53
847,13,70
232,63,70
955,835,50
1008,830,71
12,8,44
191,25,57
954,830,70
338,37,58
1085,840,53
945,20,55
126,15,60
1001,1,44
153,50,74
864,17,65
1046,842,87
228,55,62
967,20,71
905,20,5
1072,853,14
219,64,4
1039,826,59
127,22,62
879,17,71
185,21,52
1002,839,53
1084,839,71
1011,844,57
164,22,78
232,49,56
41,23,70
220,81,71
858,1,55
906,20,70
1013,842,38
76,14,23
956,825,70
186,23,44
57,15,59
132,2,59
75,13,63
349,15,42
148,50,65
995,8,68
42,11,13
854,153,56
132,66,59
1021,9,67
909,4,67
18,15,19
157,37,45
95,46,15
898,818,56
180,49,65
863,20,57
149,54,65
183,41,63
878,814,55
942,813,56
880,821,57
133,63,15
188,35,61
165,56,66
1032,20,1
878,819,54
108,15,58
87,21,71
860,4,58
81,21,60
874,17,53
961,828,52
9,6,60
75,27,19
905,828,77
906,18,70
864,814,65
964,807,53
1092,855,28
11,17,57
954,20,70
883,813,57
1045,846,57
1087,846,44
231,56,1
953,831,48
61,31,13
1057,844,51
1063,1,1
204,22,52
337,67,46
942,831,56
852,67,6
60,31,60
852,814,44
852,3,44
209,50,43
950,3,56
61,26,69
928,4,55
843,813,55
995,154,67
28,3,69
892,821,53
854,67,60
963,832,56
131,11,69
939,20,61
346,16,52
23,17,76
182,22,60
71,8,57
858,153,54
11,18,57
50,3,49
90,30,58
857,4,60
47,23,57
355,808,55
987,832,70
884,154,8
63,36,67
934,826,52
115,51,60
89,18,56
53,4,57
110,51,15
940,834,51
32,14,61
846,5,76
956,830,71
213,81,53
158,15,35
1014,844,66
223,21,68
168,49,39
911,18,44
1035,839,52
1058,852,70
352,17,53
186,56,44
37,25,56
960,3,44
111,49,61
868,5,51
102,22,70
841,17,58
51,15,55
1015,8,77
1015,841,76
985,807,3
940,3,53
54,35,56
180,44,68
902,13,57
968,836,54
961,835,7
1063,832,1
911,1,38
338,810,26
155,2,52
967,8,19
872,17,51
219,56,53
1045,20,56
120,8,70
949,821,9
862,814,56
853,153,52
881,18,53
926,1,58
1065,817,53
995,822,68
349,10,41
33,1,67
63,3,68
1067,830,58
880,817,39
1080,839,64
856,24,52
938,829,51
983,154,55
44,9,59
979,839,69
965,830,28
907,817,71
95,11,2
11,6,54
118,51,58
162,15,64
136,15,76
209,77,72
1043,8,63
1003,845,59
852,816,43
874,5,52
171,64,52
867,154,40
189,37,30
891,807,44
1055,8,65
1016,844,70
35,3,70
337,811,17
892,1,53
177,71,61
885,3,78
936,813,69
1031,154,49
978,826,50
1065,854,53
42,8,73
338,808,9
951,18,52
235,44,76
51,11,55
202,50,74
1040,841,52
884,817,65
848,18,57
60,4,60
102,17,69
44,15,43
1047,844,54
7,2,58
148,30,69
918,8,55
55,14,57
879,155,71
238,30,70
980,154,44
74,22,18
82,30,67
1014,841,66
353,15,25
179,68,62
199,25,59
1079,20,65
127,56,45
1079,847,66
155,21,52
1025,815,53
91,23,27
31,13,53
66,27,46
958,1,70
1036,830,66
989,825,22
211,56,62
1059,817,53
227,71,67
192,44,63
974,18,57
171,41,53
843,3,56
134,66,65
213,50,42
352,2,53
945,828,54
880,154,58
211,35,16
1064,20,70
1076,844,58
32,1,61
909,20,67
841,808,58
73,23,57
1040,842,53
227,30,67
105,44,55
1058,822,71
1028,842,54
6,2,77
206,75,40
197,73,68
1018,832,70
885,823,78
30,6,43
859,13,71
1019,830,52
227,22,67
991,828,56
173,22,53
1077,839,62
171,18,10
45,11,19
15,6,53
337,810,2
951,825,52
114,50,28
1028,817,56
895,8,53
845,3,65
76,8,78
351,155,30
345,810,56
17,15,55
47,18,57
877,17,37
911,4,44
845,816,62
158,37,6
5,3,66
38,16,53
166,23,72
118,30,60
18,11,32
15,8,53
1041,822,18
176,35,49
148,23,69
849,155,23
166,57,72
1043,842,8
61,3,1
231,73,6
870,815,69
109,14,2
898,17,56
1077,852,63
60,27,59
68,4,56
1036,8,65
960,13,44
1033,841,69
1004,807,52
886,819,67
1044,8,57
205,15,6
1046,20,87
150,59,17
983,838,55
169,41,75
114,22,78
1008,839,70
1060,847,70
870,3,69
147,22,78
162,21,64
997,807,11
936,826,69
1039,832,5
119,53,62
180,56,69
980,8,44
51,14,56
893,822,61
1084,855,70
72,13,55
175,56,57
183,23,8
223,49,69
154,21,36
958,807,69
220,23,71
934,830,3
355,810,53
191,71,57
1088,854,72
129,18,71
1056,8,77
53,26,56
196,35,77
339,22,55
957,830,52
959,826,66
206,23,13
62,30,73
355,20,55
106,11,53
20,22,57
205,22,65
885,817,61
1072,20,44
943,830,71
147,57,15
874,819,37
1088,815,72
65,37,70
948,4,16
1078,854,57
859,4,71
1034,826,11
53,22,56
192,30,72
1088,849,71
59,27,77
211,75,36
149,58,7
217,23,77
340,20,56
136,18,30
178,68,36
974,828,63
192,63,18
43,9,70
129,14,71
44,11,57
44,26,29
178,64,49
156,8,2
1064,839,71
972,815,52
873,10,59
227,21,65
32,9,61
4,20,57
930,829,63
1028,825,52
944,829,67
172,30,73
990,840,56
1091,848,25
892,18,53
987,815,71
938,4,47
186,69,33
869,5,65
890,823,68
951,817,52
214,22,36
894,13,55
1084,4,70
950,20,56
59,14,78
869,154,66
916,8,55
153,35,75
341,4,66
70,2,63
905,154,77
3,20,56
145,8,65
933,1,71
1060,840,70
1071,4,70
882,818,56
77,21,59
862,807,56
339,4,54
115,23,70
861,5,55
910,3,70
81,14,59
846,10,30
1026,841,51
185,23,76
917,821,70
96,11,47
166,2,71
112,30,65
63,4,70
850,20,60
967,821,60
162,25,64
914,16,40
862,154,56
968,821,55
90,43,56
216,64,8
232,71,72
1062,853,3
903,815,56
869,817,67
70,26,70
97,32,67
869,3,67
221,76,40
209,23,72
149,49,48
340,9,56
1022,807,44
965,1,56
1011,826,56
353,9,55
875,20,55
76,2,78
895,4,53
1037,825,44
987,840,69
1024,817,61
1007,20,71
1062,8,69
104,15,53
21,13,66
1011,825,56
158,35,58
157,21,47
1028,822,56
69,9,53
137,21,38
939,8,61
67,23,52
1002,842,52
131,59,16
166,22,72
13,21,53
1030,1,55
859,816,68
1035,830,52
883,823,55
132,11,58
183,56,71
202,63,18
146,37,48
949,836,56
914,813,43
847,30,70
37,19,55
138,30,53
34,20,56
109,44,12
35,9,70
887,16,52
929,830,34
855,153,53
211,55,16
1085,848,53
73,22,56
43,27,28
1051,822,48
343,4,58
1052,844,56
182,56,60
131,14,70
167,64,70
910,13,70
1047,848,55
1027,832,70
131,63,41
1080,817,64
866,811,69
863,1,57
71,22,57
204,14,16
851,67,69
239,56,39
877,37,55
849,816,50
170,21,8
917,3,71
851,4,70
854,814,61
68,18,56
1056,832,78
859,67,70
352,16,44
134,37,70
238,55,70
1067,815,58
1044,154,49
68,21,56
198,15,55
234,64,19
912,821,51
961,1,53
63,13,70
355,67,55
135,18,24
850,816,57
16,18,71
127,31,62
229,63,70
1020,807,39
1043,822,63
1058,841,70
1088,847,72
937,154,43
154,31,1
109,23,56
932,154,69
937,8,43
226,69,24
961,826,36
225,22,59
1071,1,71
11,69,56
883,13,57
45,21,59
943,13,71
190,55,52
132,8,60
1033,1,70
193,56,72
964,3,53
1039,817,59
995,817,68
190,41,52
118,52,59
888,818,22
1055,844,66
862,20,56
966,828,70
236,64,22
73,39,2
985,839,56
1005,815,53
151,18,58
1075,822,36
846,813,73
1072,840,50
339,812,53
134,44,29
1040,839,53
934,817,21
1051,840,57
1076,852,57
1086,848,69
869,8,67
914,20,44
928,829,54
894,18,55
24,21,51
940,822,53
188,44,65
45,4,60
872,20,47
1061,4,52
861,20,56
162,60,63
337,17,49
220,21,71
26,12,35
1021,844,70
139,35,73
1030,8,54
997,838,65
235,49,50
144,4,5
862,155,56
901,13,56
350,4,53
1041,815,60
115,14,47
1080,1,64
913,1,60
847,3,70
5,9,65
123,4,17
141,30,58
41,14,36
343,18,58
132,49,59
27,5,67
959,1,67
886,18,69
14,21,61
1028,826,55
1053,20,61
219,50,12
901,826,55
1063,815,1
18,2,58
1018,846,70
149,30,67
16,17,71
1044,832,58
51,16,24
1069,817,56
995,1,68
871,17,44
134,8,72
853,1,53
20,6,56
166,25,34
910,813,70
144,8,17
971,20,57
151,30,60
847,816,69
970,841,3
1043,844,63
208,75,71
81,27,57
33,5,16
142,30,55
139,23,71
35,16,69
115,35,14
1079,822,66
89,22,56
887,821,52
166,15,72
8,3,60
1085,815,53
1045,8,56
