race_id,driver_id,count
866,13,70
896,16,60
86,22,44
1030,822,55
86,39,43
1088,830,72
71,33,55
1002,830,53
898,154,56
93,47,58
994,832,78
226,35,72
87,4,71
166,48,70
57,13,60
872,10,52
66,15,57
1041,849,60
986,822,71
906,821,64
1041,830,60
852,17,44
1081,840,46
87,35,70
340,15,26
972,807,52
351,13,61
351,9,61
48,24,52
27,14,67
8,9,59
985,815,55
966,825,70
912,1,53
962,4,61
958,830,70
104,18,53
224,63,57
993,840,64
884,18,66
1076,839,58
981,822,53
960,839,43
940,18,52
984,840,45
934,20,52
876,154,60
1081,847,51
198,68,60
236,83,43
939,3,61
68,37,56
934,829,49
886,817,68
343,22,57
1078,822,57
1006,822,56
92,4,57
856,17,55
931,826,78
86,18,44
845,5,48
973,817,66
66,22,58
938,813,1
345,155,57
4,12,57
907,1,71
1028,840,55
351,22,61
32,3,61
67,17,53
918,817,55
160,18,5
1086,847,70
193,68,70
234,57,13
40,16,53
197,63,18
235,56,31
892,13,53
141,57,25
54,33,54
207,64,54
48,22,53
106,21,53
184,49,45
963,830,56
125,18,56
1077,840,62
102,47,65
9,17,60
1016,840,69
237,57,53
54,3,6
25,18,16
950,807,55
148,37,68
118,4,52
1029,826,71
344,811,13
126,17,68
1089,855,53
885,1,78
175,49,57
1018,844,71
892,824,52
208,21,72
34,2,56
1066,853,51
43,14,69
173,48,46
1001,830,44
350,10,51
98,18,26
912,18,53
14,10,61
867,3,57
234,79,19
3,16,50
60,32,59
1086,822,65
1002,4,9
173,21,52
143,8,55
161,18,60
1027,20,71
866,815,70
1052,847,55
198,63,69
844,153,57
237,55,53
225,71,71
112,43,64
930,830,65
890,13,70
848,3,57
941,831,53
984,4,52
83,22,69
55,26,57
82,15,64
175,44,23
985,817,14
218,75,5
348,153,1
168,41,37
895,822,52
349,17,44
217,15,77
176,55,27
78,4,38
69,3,52
1074,832,57
141,59,2
160,30,62
933,20,71
103,2,40
153,4,37
952,822,66
1079,825,64
152,15,34
1086,4,69
1007,840,69
105,30,55
130,56,76
63,23,70
1,18,58
42,16,71
850,30,59
67,2,53
234,77,42
153,14,77
63,22,18
22,6,1
351,2,36
140,37,39
194,55,61
866,37,24
1036,20,65
196,23,44
848,17,57
60,2,60
339,807,56
167,37,32
1070,822,69
90,15,57
232,14,71
59,11,46
62,35,23
1000,154,69
11,15,57
1037,842,44
157,49,52
1061,842,52
159,50,70
218,50,25
173,18,53
882,8,56
85,31,53
989,817,58
124,37,53
72,31,56
36,18,57
104,11,53
150,14,72
852,811,44
54,30,56
897,16,55
861,30,56
210,55,61
235,57,76
997,822,13
27,3,67
94,45,51
340,807,55
945,829,53
873,155,59
893,20,61
40,24,1
142,54,54
854,4,61
891,8,25
955,817,51
157,59,51
8,13,60
206,65,50
1033,842,15
36,22,57
893,13,61
347,5,56
187,57,29
349,24,44
860,813,57
1000,843,69
994,817,78
237,71,5
944,830,70
346,37,29
857,39,57
997,845,69
51,25,55
229,79,2
966,4,70
53,24,57
123,49,9
147,35,78
18,9,47
1081,4,51
985,843,55
899,1,71
200,55,21
1052,852,56
147,55,77
984,838,52
880,20,58
1004,815,52
937,813,2
2,21,29
172,65,72
144,22,62
873,818,38
912,826,53
161,2,51
955,837,49
212,21,64
879,807,71
891,154,44
136,30,77
235,14,23
24,22,70
94,4,66
146,35,70
176,22,42
61,8,70
1038,839,53
1034,839,52
153,55,53
202,68,74
163,56,29
18,13,29
156,56,73
962,18,43
1,9,55
125,63,53
130,2,76
1083,842,26
149,8,66
1087,20,44
849,13,52
167,48,70
956,815,69
897,822,54
1072,849,50
38,25,56
1053,830,63
865,17,78
41,16,21
130,37,76
874,13,53
1073,839,58
977,1,71
903,820,54
990,817,1
66,8,1
207,49,55
111,2,61
1036,849,64
347,4,67
235,55,77
53,2,56
906,16,69
855,816,51
853,155,21
3,12,54
890,820,67
1075,825,50
876,808,59
40,5,76
175,70,20
55,23,57
47,3,58
1004,844,53
208,56,70
964,831,52
1083,20,52
981,826,52
881,3,56
967,825,71
930,826,65
237,77,4
1011,832,53
56,17,62
1082,847,70
101,44,65
1083,832,52
165,21,69
848,808,56
224,44,57
198,73,16
1052,815,56
968,3,55
1082,830,70
185,15,76
883,20,57
339,16,56
5,17,66
231,69,44
963,13,55
1091,1,59
212,44,64
1036,841,65
1019,826,52
40,26,77
856,15,54
1056,1,78
234,35,45
74,8,9
6,5,51
146,15,14
166,60,31
121,14,45
1026,1,52
1077,825,63
50,2,65
950,4,56
53,11,53
1004,8,53
173,50,9
343,807,57
27,22,50
21,7,4
887,807,52
46,4,70
97,13,62
954,4,69
70,17,1
143,50,37
976,822,51
844,5,56
183,25,71
1079,4,65
890,17,70
355,22,55
894,17,36
209,63,71
913,825,60
1013,825,50
229,69,60
1061,852,52
42,5,73
91,44,55
1042,842,65
907,825,71
1044,830,58
182,49,60
144,54,60
37,26,55
1001,838,43
215,50,45
165,15,69
879,4,71
212,76,63
1029,825,71
1075,855,50
93,46,22
136,2,76
892,822,53
970,13,55
135,63,66
349,5,42
220,71,71
145,58,62
871,18,44
339,17,56
1081,825,31
870,10,66
172,18,14
850,815,59
24,12,39
237,22,53
342,16,78
887,815,46
6,17,78
193,73,68
915,18,53
994,20,78
48,5,53
1079,855,28
929,815,56
977,817,71
180,64,69
70,24,70
227,14,67
1078,847,57
900,18,57
230,44,1
1027,830,71
1010,832,9
209,21,24
155,56,14
1021,832,69
350,24,53
882,13,56
208,55,72
168,56,45
1058,1,71
339,30,9
882,815,56
162,49,65
1091,852,34
9,2,60
894,813,55
908,826,52
140,8,53
1076,822,58
133,11,50
350,67,53
916,13,56
220,14,71
337,15,46
78,27,67
997,839,70
1064,4,71
104,47,50
870,20,69
226,50,72
185,14,77
952,836,65
952,830,66
337,3,49
1030,826,54
9,67,60
1029,832,71
151,35,59
1080,849,63
51,22,55
1059,852,52
990,845,56
348,9,23
959,815,66
876,814,60
65,2,70
61,14,69
44,3,58
126,62,67
986,840,70
164,30,55
917,4,71
898,18,56
127,17,60
1037,8,44
116,51,58
215,65,42
177,37,5
219,15,53
1020,825,64
974,835,78
156,2,73
1082,855,70
1034,20,52
196,55,72
96,17,60
355,9,55
65,21,18
34,6,56
1061,1,52
898,807,56
160,22,62
187,21,1
883,16,57
119,35,65
179,65,40
239,14,52
856,13,55
349,67,44
50,14,67
972,832,51
345,812,55
877,10,55
46,17,70
161,55,59
939,832,61
157,61,42
146,30,71
887,1,52
1077,855,62
856,30,15
80,32,1
136,11,76
137,66,43
4,13,56
108,23,58
19,8,56
187,69,23
346,5,51
914,820,43
1056,840,77
64,18,67
926,18,56
195,14,65
867,155,33
2,18,31
143,21,70
905,820,75
348,17,70
991,830,56
148,14,54
128,66,64
890,4,70
18,7,55
894,20,55
156,61,72
974,826,71
64,17,59
138,14,53
932,831,68
1055,846,65
1060,853,69
99,45,67
199,22,39
1041,1,60
877,13,55
866,814,70
223,22,30
842,4,56
230,64,63
17,18,55
179,64,40
860,20,58
894,815,55
862,1,56
1054,847,65
1034,846,52
32,6,61
1072,815,14
350,9,53
348,15,67
949,822,56
990,20,57
349,37,44
56,31,62
1026,815,51
902,818,18
1014,1,66
1075,815,50
51,17,56
31,15,53
1025,832,53
887,813,52
1012,817,55
179,37,63
219,22,52
903,13,55
192,25,72
30,7,44
868,18,52
952,807,20
237,44,2
228,14,44
901,824,8
933,833,68
57,23,52
201,23,45
126,18,71
972,20,52
1018,830,71
1079,852,65
1014,815,66
1040,830,53
103,15,44
114,17,16
119,50,23
862,37,55
239,77,52
200,71,71
346,30,52
910,16,70
342,3,78
877,3,7
1009,839,44
105,17,55
841,4,58
894,823,55
906,818,70
998,830,46
1046,815,87
207,22,49
1083,844,52
1055,822,66
1045,830,57
949,807,56
868,20,52
222,22,6
208,71,68
971,4,54
13,6,53
139,11,72
879,5,70
1016,841,69
117,35,69
950,832,56
168,55,29
1071,839,70
28,22,68
163,64,65
850,22,16
876,3,60
193,71,71
1025,826,53
16,3,27
76,21,77
1078,4,57
112,22,65
120,17,70
226,22,72
235,35,77
89,38,55
1079,832,66
997,830,71
347,811,63
1046,840,87
93,15,62
201,25,45
353,18,55
174,63,55
1010,842,57
72,21,36
231,57,68
193,30,72
155,4,51
173,30,53
158,25,58
61,15,69
954,836,68
863,5,56
143,30,71
1054,853,64
1011,20,57
222,75,22
1004,20,53
1040,822,53
870,17,69
54,22,55
854,10,9
88,22,53
1069,839,40
9,4,60
1047,1,55
1013,830,51
1084,832,56
872,4,53
950,828,55
1036,832,65
1059,815,53
13,5,53
97,21,69
129,17,69
181,41,72
843,814,56
1008,840,69
964,835,52
90,18,58
80,15,69
845,4,65
27,8,67
881,4,1
1063,841,1
30,20,44
54,18,56
865,30,63
52,21,2
12,67,44
235,71,77
5,8,17
879,20,71
913,818,60
893,18,61
216,35,33
915,3,53
354,22,70
1084,830,71
146,50,70
170,25,43
1038,841,53
896,820,58
897,820,53
849,16,52
1021,830,70
888,824,21
124,62,55
149,23,67
1046,817,87
342,67,78
858,815,54
162,37,1
985,822,56
20,12,40
1006,817,8
17,4,55
124,49,16
1025,822,53
983,836,55
339,10,2
221,49,67
1037,847,9
119,43,66
890,824,67
852,155,44
1010,20,58
149,35,66
880,17,58
1054,1,66
76,13,77
161,60,59
153,30,77
235,65,35
74,21,5
204,35,37
345,13,57
861,811,56
1071,8,70
1078,849,57
42,4,73
878,818,14
990,1,57
184,65,40
346,17,52
57,36,29
1028,154,55
104,42,53
32,7,61
233,49,60
77,30,59
31,5,53
978,822,51
71,15,57
933,807,71
841,67,57
969,828,21
910,821,32
197,14,18
138,56,53
939,18,52
347,9,66
122,23,21
1054,844,66
133,31,60
885,815,72
940,832,52
893,824,60
856,18,55
1000,817,70
1086,839,69
1051,844,57
48,18,53
970,835,55
843,155,56
852,24,43
897,813,55
894,817,52
1080,844,64
1042,841,65
212,75,34
1039,8,59
156,57,73
188,56,66
1088,840,72
66,9,57
111,42,60
150,23,72
99,47,31
225,84,64
983,817,56
1029,848,71
963,839,55
233,77,61
37,15,56
81,35,59
158,50,16
909,154,26
224,79,55
912,155,52
57,31,52
28,10,70
174,48,36
181,21,42
930,831,65
949,826,56
976,836,51
861,37,54
1022,826,44
52,6,70
162,48,63
902,3,57
350,20,53
40,19,76
198,75,65
895,154,53
229,65,75
979,830,70
226,65,71
1076,1,58
142,58,51
13,67,19
136,8,77
111,43,61
1017,826,52
954,1,70
344,153,69
340,812,52
197,25,69
142,49,55
909,18,67
129,11,26
6,9,28
851,814,69
893,820,60
1030,846,54
7,17,58
115,4,70
194,64,18
138,2,53
1014,846,44
351,5,58
843,815,55
951,830,33
885,154,63
959,828,65
1022,817,43
236,50,11
37,21,56
51,24,56
1003,20,61
104,2,52
341,10,63
904,825,65
30,15,43
159,25,6
48,14,1
52,15,70
230,49,64
941,3,7
869,813,66
14,153,47
87,27,69
337,9,49
970,825,55
1031,842,71
876,811,60
163,30,67
146,18,60
1020,846,25
342,810,23
35,10,71
50,29,66
83,30,70
161,57,60
199,63,27
149,44,23
1016,822,70
126,66,40
337,155,11
15,22,53
904,824,64
986,830,71
1020,844,27
141,21,55
939,4,33
1083,1,52
183,69,68
851,10,66
80,27,37
904,16,65
142,18,53
168,14,45
36,27,10
1063,20,1
1089,832,53
1069,830,56
1058,4,70
900,8,57
851,2,23
1005,843,52
348,5,67
999,8,67
983,839,55
146,8,71
990,838,56
119,51,6
167,35,70
204,23,53
1084,825,70
17,155,55
846,20,78
30,17,44
1092,854,28
991,842,56
339,15,51
1042,846,65
85,18,53
46,21,69
992,842,51
853,22,52
111,30,62
895,820,52
133,2,59
200,15,70
1003,807,60
910,828,7
141,58,3
861,8,56
151,59,58
205,56,67
124,8,58
91,11,52
352,3,47
221,58,1
28,13,67
18,6,57
6,15,77
956,832,71
1041,848,23
103,14,44
101,21,66
882,4,56
138,37,15
98,2,43
1025,830,53
898,5,56
887,817,52
340,5,55
1021,815,69
39,5,65
975,1,70
1071,847,70
41,19,70
999,843,67
40,22,77
887,20,41
872,30,53
93,11,56
844,1,58
855,1,53
853,816,1
1035,848,52
238,63,69
1051,849,50
912,818,53
976,13,25
841,2,57
201,15,44
205,21,67
863,818,57
1076,4,57
1042,815,65
345,67,57
893,154,37
354,4,71
1038,842,53
1037,830,44
343,808,57
988,4,54
160,14,62
864,807,65
124,56,57
188,65,66
966,20,71
178,65,32
877,8,55
950,835,55
61,36,2
994,154,77
341,16,66
880,4,58
178,70,76
219,30,53
1092,830,28
209,64,50
990,842,57
100,43,59
928,826,15
976,832,51
1022,815,44
1032,822,71
130,11,22
81,4,60
155,57,19
213,23,14
231,35,69
163,49,2
179,55,27
959,832,66
49,24,43
17,6,55
913,813,60
1000,1,70
1088,1,72
176,68,69
982,838,58
23,8,76
853,815,32
1058,839,70
120,30,69
1009,830,55
896,822,59
14,154,3
857,20,60
136,35,20
225,55,71
153,57,77
347,17,67
1011,8,57
92,17,56
100,30,60
1033,846,69
78,40,39
155,18,4
233,50,60
158,2,56
211,79,60
112,21,43
171,21,52
931,817,78
340,18,56
126,11,69
998,825,52
102,41,31
57,27,59
1083,839,37
949,8,57
1013,826,33
147,18,77
952,828,65
1025,20,26
73,40,54
111,31,62
1078,846,39
35,4,71
213,49,54
53,34,35
1029,1,71
352,29,50
134,13,48
1022,848,44
34,7,56
1047,850,53
190,22,52
181,48,25
96,45,58
355,13,55
891,16,44
220,57,1
145,50,63
1037,826,44
185,44,76
94,18,65
150,2,71
859,15,69
940,815,52
1091,832,59
950,815,56
110,44,17
843,16,55
115,8,70
127,8,44
990,844,56
170,22,32
960,815,44
130,30,78
159,49,71
841,15,56
1038,846,53
59,13,77
150,22,72
71,13,57
39,9,65
133,13,59
350,22,53
1087,842,44
850,2,9
157,18,53
211,76,61
229,35,66
121,22,53
1042,830,66
969,826,56
888,817,60
959,4,66
141,14,58
49,15,44
58,24,63
110,14,54
1035,154,51
1015,842,78
1086,825,69
6,7,78
895,1,7
1027,842,70
997,1,62
988,832,31
144,14,62
866,817,70
1002,815,53
860,13,46
43,4,70
120,35,14
869,815,67
1069,853,54
3,5,56
239,35,36
135,22,67
1006,843,55
224,64,56
212,57,64
24,16,13
1069,815,56
1004,154,52
159,14,71
45,18,2
222,50,52
343,37,58
237,63,9
1091,854,58
1029,8,71
1,1,58
85,32,52
143,56,52
232,44,71
1000,825,69
52,1,70
80,2,66
38,24,26
83,2,70
914,154,43
38,22,56
206,22,25
893,815,61
106,4,53
197,65,18
1085,822,53
63,33,11
874,811,53
912,16,52
126,56,70
932,817,69
172,55,64
132,56,41
227,63,66
16,20,71
115,43,64
134,18,71
890,822,42
1016,1,70
886,17,70
1046,826,87
880,815,58
939,13,30
204,15,50
963,1,40
1051,839,57
128,56,41
1079,854,65
158,49,39
184,48,45
1070,20,70
211,78,24
901,817,49
40,13,78
865,4,78
24,9,70
907,818,59
1044,20,58
876,10,58
183,48,70
84,13,28
22,17,58
68,17,56
178,21,77
1065,9,53
1030,807,54
1087,844,44
984,830,53
849,20,52
136,22,77
128,30,65
862,4,56
11,1,57
14,8,61
932,18,54
8,7,37
353,811,53
964,154,53
1087,832,44
214,79,70
133,17,9
130,66,15
900,817,57
105,21,56
135,8,59
936,8,55
1052,839,55
1084,846,70
854,20,61
107,30,71
1072,1,50
1075,844,50
960,831,43
215,25,59
349,811,5
1091,855,6
26,15,59
117,31,70
41,11,70
61,24,68
214,55,72
232,50,10
52,2,71
1033,825,69
904,815,65
343,155,58
229,56,68
1035,842,52
106,22,38
1082,852,47
1070,839,70
899,818,70
1044,846,58
936,20,69
1088,852,43
344,22,69
870,18,69
24,1,19
58,17,65
145,55,64
38,2,57
1035,825,43
879,814,68
19,10,1
844,30,58
354,2,70
38,4,57
968,828,54
966,817,71
144,55,61
1054,841,65
116,14,56
221,35,67
896,17,39
199,44,40
1024,830,61
1071,830,71
892,823,52
999,822,67
172,15,12
853,813,52
239,50,51
986,825,70
895,819,52
1035,832,52
59,32,56
929,8,57
996,828,52
205,49,67
1067,822,58
1091,847,57
80,21,69
1057,832,51
202,75,74
186,65,27
64,32,67
864,817,65
221,71,67
981,828,49
165,55,38
141,49,58
899,17,71
161,25,59
957,18,51
1036,822,66
873,18,59
103,21,44
917,813,70
116,49,59
217,75,77
953,20,78
989,844,58
150,35,5
4,5,57
48,13,10
858,13,55
1092,842,28
174,57,56
221,30,2
29,15,57
119,31,67
82,27,65
1005,838,52
978,13,50
856,813,30
938,8,53
35,6,69
89,14,56
991,8,56
972,828,51
38,27,55
164,25,18
38,9,57
16,155,71
179,23,65
7,10,58
894,8,55
1053,847,30
74,23,62
175,41,48
867,815,57
340,811,54
181,65,4
945,18,54
1033,20,69
1029,815,71
216,23,45
162,2,62
353,67,30
956,8,71
859,20,71
171,50,53
967,822,71
896,13,60
39,13,65
191,63,23
874,10,52
5,1,65
876,17,60
1040,154,52
140,18,52
1015,825,77
856,808,16
1064,832,71
54,32,26
842,67,55
93,31,62
206,30,31
194,44,56
932,832,69
17,154,54
887,819,52
142,4,52
849,15,10
7,8,58
218,71,42
34,12,56
988,843,54
205,50,65
183,64,71
209,44,18
217,30,77
1091,846,59
127,23,62
134,17,71
965,807,1
139,49,71
219,63,33
154,23,36
909,820,65
55,27,56
1073,852,58
210,75,11
128,15,63
33,16,8
881,17,56
342,10,22
142,22,55
142,59,3
1028,832,55
1092,1,28
1069,846,56
971,839,57
1012,807,16
844,3,58
983,822,56
1031,849,71
34,3,55
958,18,60
158,63,58
207,30,58
49,11,43
198,21,70
985,20,56
1067,849,57
973,20,66
58,30,66
202,56,13
198,64,69
224,56,58
965,822,55
192,73,52
934,833,49
950,1,56
884,16,65
158,14,11
98,17,60
161,65,59
1023,154,52
1023,848,53
58,15,65
218,76,43
232,79,33
32,18,61
31,22,52
353,808,39
81,30,60
879,30,71
195,15,63
863,17,57
972,826,51
204,63,32
874,155,53
997,832,70
118,17,59
152,23,45
81,2,59
993,817,66
918,3,54
987,828,70
208,78,71
16,2,21
1043,815,63
44,19,35
106,47,41
113,18,69
901,813,7
122,14,45
113,8,69
927,807,55
913,20,60
948,830,57
122,51,71
34,8,56
215,55,59
83,15,70
1018,8,70
68,15,38
169,21,31
1079,839,66
156,37,72
171,23,53
33,8,67
995,844,67
27,15,67
1042,847,65
17,5,55
73,37,57
1008,825,71
974,13,78
167,49,4
342,13,78
53,14,57
237,14,1
16,22,71
107,2,15
903,18,55
210,77,4
1028,20,7
954,821,68
842,808,52
917,822,70
1091,839,26
941,13,53
216,21,40
174,49,7
885,20,78
341,155,65
957,832,52
949,815,56
212,56,63
937,826,43
1033,154,69
160,64,61
337,4,49
105,11,56
176,71,10
220,55,37
194,30,62
122,43,71
238,71,70
858,813,54
1008,1,71
238,35,70
944,13,70
344,807,69
131,23,70
187,15,29
234,22,45
212,14,64
1053,8,63
339,67,56
340,3,56
944,4,70
222,23,53
85,8,53
1065,841,53
1,8,55
1037,154,44
169,37,73
346,808,52
201,74,43
957,836,6
213,64,53
343,153,58
1074,855,57
895,815,52
855,15,53
966,832,70
114,15,78
991,1,56
65,15,65
962,832,60
908,824,51
22,1,58
1047,849,54
345,808,57
1022,832,1
223,55,68
94,17,65
986,8,71
122,4,44
199,57,60
1018,817,70
999,845,51
1021,848,69
863,39,55
61,33,66
854,5,59
41,9,26
1061,8,51
65,17,1
202,49,77
129,66,71
892,819,52
864,30,12
996,817,53
77,22,59
988,839,55
65,26,66
51,3,54
221,14,42
951,835,52
971,817,57
1005,844,38
344,812,66
146,58,25
64,33,65
888,814,60
204,57,53
845,39,61
991,822,56
843,67,56
1036,817,65
961,4,52
203,21,26
972,836,50
60,8,60
2,1,31
959,837,65
972,13,51
894,807,55
960,20,44
981,1,53
20,9,57
911,817,44
1092,20,28
962,8,61
918,13,55
1076,847,58
1063,853,1
955,832,31
993,838,45
1058,844,70
941,822,52
1066,839,52
142,60,53
175,69,42
14,15,61
912,817,53
22,18,57
223,30,47
216,30,45
850,155,59
46,3,70
1072,852,49
61,13,70
338,1,58
1072,830,50
113,43,68
186,63,44
994,844,70
117,42,69
43,1,70
66,26,57
354,10,69
846,39,74
78,30,70
4,15,57
73,33,55
1082,846,70
6,4,78
902,817,57
23,12,47
1073,4,58
225,56,70
898,824,55
173,55,19
219,77,53
133,22,60
166,41,16
75,33,63
234,44,45
106,14,38
54,26,41
1066,852,52
51,8,56
39,26,9
1042,849,64
909,1,67
186,35,43
989,154,24
99,17,70
861,13,56
11,20,23
107,17,23
107,10,69
342,18,2
37,27,7
973,807,65
963,817,56
354,32,65
987,842,70
77,18,59
101,17,66
185,49,77
1086,854,69
1087,825,43
193,57,72
1051,832,57
897,17,55
844,2,58
968,839,54
906,813,21
866,154,70
956,828,70
135,59,48
989,815,58
844,67,58
228,35,57
107,41,70
53,18,57
188,68,42
27,6,67
984,835,52
27,1,67
226,83,39
890,814,66
870,37,66
857,15,55
180,30,29
192,76,70
1084,849,48
113,22,69
184,22,6
876,5,59
1026,8,51
146,4,38
190,23,53
962,1,61
341,18,66
943,831,57
58,31,17
52,13,71
85,27,51
236,71,44
907,155,69
351,32,31
1061,822,52
1070,841,70
46,9,70
348,16,15
190,64,52
233,35,61
927,8,56
1084,840,70
1039,849,6
347,13,67
125,30,56
219,81,52
127,2,61
342,37,21
90,23,58
875,13,55
870,8,69
16,1,71
870,818,68
208,35,72
352,1,53
26,16,10
896,807,54
904,817,66
1039,844,59
943,1,71
965,8,38
1002,844,52
18,3,58
18,5,58
170,65,44
954,154,68
193,64,13
232,35,72
66,17,57
862,39,54
863,154,57
206,56,51
22,4,58
187,37,35
850,817,57
175,15,25
14,1,61
150,55,70
140,17,51
139,63,71
937,828,43
852,22,43
72,32,56
25,10,70
140,23,48
122,18,41
857,10,2
915,826,52
975,826,54
971,830,11
95,31,76
215,23,59
343,811,46
863,37,55
968,826,14
98,4,8
64,15,67
852,813,44
80,30,70
238,73,67
111,35,19
90,8,9
1074,854,57
69,8,53
1030,154,54
989,843,57
67,32,52
846,1,78
981,839,53
114,44,74
22,7,24
122,53,69
1056,20,78
1035,20,52
139,21,72
127,21,19
190,21,47
1012,848,55
918,155,42
966,8,71
943,826,71
911,154,33
42,24,68
215,21,58
163,37,66
93,32,60
152,31,24
129,44,22
229,55,60
863,813,25
165,60,68
83,21,69
885,13,28
112,52,63
950,830,56
1069,844,56
998,839,52
1080,846,64
22,2,58
109,22,56
976,20,51
44,21,58
197,35,63
57,8,60
348,810,66
63,14,69
132,21,26
984,807,40
944,834,67
1073,841,33
135,49,18
12,17,44
1038,832,53
948,831,56
108,21,52
903,16,5
183,21,68
118,23,60
207,14,58
229,77,9
159,60,69
113,17,68
82,4,67
848,30,56
91,18,56
1040,826,53
1044,841,11
871,819,43
53,15,56
929,826,56
943,815,71
1046,851,87
843,18,56
52,3,71
69,38,52
229,57,70
943,20,50
24,15,70
187,25,11
159,35,16
1036,154,64
870,819,67
39,24,19
178,23,54
1057,20,51
192,64,26
224,22,29
999,807,67
136,66,75
2,22,31
965,825,55
30,16,43
1047,825,54
186,37,35
102,2,68
949,828,56
117,49,68
1026,822,52
55,2,57
204,30,53
888,820,59
844,814,44
981,154,52
149,59,29
99,14,70
131,22,70
1000,842,70
139,2,72
222,71,52
185,37,75
868,807,52
79,33,72
988,822,55
200,23,71
1071,844,71
852,16,44
968,835,54
851,13,70
1031,847,49
945,826,55
339,24,12
861,4,56
188,14,37
8,8,60
916,822,56
996,825,53
1005,828,52
972,1,52
226,49,32
34,5,49
1017,807,52
343,810,55
1007,825,69
1003,154,60
955,13,51
36,2,58
89,42,55
24,17,70
4,6,48
866,5,69
1076,848,58
864,1,66
7,5,57
144,57,62
15,9,53
872,39,52
61,30,70
958,822,69
936,18,69
110,21,54
885,8,78
339,5,44
965,832,56
87,38,34
63,24,69
102,32,68
53,30,57
35,22,70
68,14,56
961,13,53
981,836,51
181,71,31
1059,840,53
86,21,10
950,826,56
194,75,27
235,86,69
341,1,64
58,27,48
130,15,77
1066,854,32
186,41,33
89,4,56
91,46,53
855,67,11
54,14,10
877,18,55
1063,839,1
857,67,24
1057,8,51
44,5,58
865,814,78
927,18,41
209,76,66
1061,20,40
865,818,77
231,63,39
203,74,17
100,4,60
163,14,66
1035,847,51
150,37,70
160,56,61
108,51,16
222,79,8
350,808,53
15,17,51
964,826,52
157,55,52
165,2,34
59,8,50
1087,840,44
156,31,38
959,807,67
877,817,55
84,27,48
853,17,4
66,4,58
842,18,56
981,830,52
23,2,72
89,27,51
911,818,44
341,13,66
941,18,53
1064,849,70
878,154,56
997,842,70
19,19,55
933,822,71
888,16,60
981,20,53
24,7,69
1015,832,78
882,807,56
1038,815,53
901,818,18
858,20,1
974,830,78
216,55,45
1020,841,64
354,20,71
1085,20,53
224,55,9
1030,848,55
109,4,56
115,21,20
933,828,69
1077,849,62
145,23,20
32,2,61
115,31,70
979,807,67
171,63,52
95,23,69
346,9,19
155,15,52
84,4,58
1070,844,71
893,16,61
217,49,29
176,15,21
845,815,65
141,18,52
161,64,59
859,5,69
46,11,69
958,817,70
949,154,57
961,821,52
342,22,30
1018,840,70
956,13,63
861,808,55
54,21,56
147,14,77
207,77,58
72,23,56
855,811,53
1016,9,67
1045,839,57
881,154,56
132,30,60
967,817,71
872,37,52
1084,817,70
966,154,70
849,22,51
224,57,58
978,838,50
998,8,52
984,822,53
226,58,33
918,815,55
936,4,69
143,35,70
876,817,60
223,50,68
957,807,52
92,44,56
164,41,48
998,840,52
160,15,58
40,2,77
954,828,68
1,17,57
228,69,59
853,4,53
1076,832,1
1024,844,61
28,15,70
143,4,25
116,23,60
967,1,71
204,75,13
17,2,55
1004,832,51
218,77,44
968,831,54
866,10,56
901,155,55
965,20,56
26,22,60
59,15,72
25,13,70
343,24,57
74,17,62
854,816,59
213,21,54
209,22,24
953,830,34
1014,822,66
165,65,14
929,20,57
71,18,56
159,23,70
1057,846,51
66,24,12
148,22,19
936,822,69
142,50,55
845,153,64
1002,838,52
962,839,59
154,44,35
858,16,55
930,815,65
999,839,67
856,22,55
201,22,27
901,16,32
1018,1,71
31,20,53
202,21,76
963,825,17
43,19,1
207,55,34
1001,817,28
1091,842,59
129,35,70
42,2,55
173,37,52
875,10,54
951,822,53
1086,20,69
19,1,56
888,13,3
953,828,51
959,8,67
968,830,55
236,79,44
34,17,56
34,14,56
877,39,7
195,76,63
878,8,56
76,33,75
97,22,70
985,828,55
175,64,27
1008,843,70
65,4,51
1007,1,71
912,822,53
945,1,55
174,65,48
108,52,6
69,30,36
928,807,9
944,817,70
1,22,58
132,18,60
906,817,70
153,31,76
176,48,69
880,814,58
344,30,69
206,15,48
851,30,26
953,836,76
942,828,25
979,154,20
339,3,56
170,57,44
67,27,51
913,13,60
974,838,66
220,77,70
1013,822,51
1084,844,71
933,829,1
113,15,68
10,17,70
55,35,57
93,4,62
43,22,69
5,10,65
994,845,77
849,3,52
101,46,62
864,37,63
195,74,63
948,3,57
128,59,40
963,154,7
1045,840,2
884,820,64
112,18,63
939,829,59
969,840,40
51,19,11
231,85,22
352,30,53
1047,841,54
860,154,1
1026,840,51
911,827,1
878,1,56
929,13,56
237,73,36
1043,825,47
123,11,53
176,21,38
346,18,52
107,18,3
117,21,42
224,14,24
1041,842,60
1019,844,52
1085,1,53
877,819,41
71,39,55
230,77,44
109,2,55
35,20,71
129,23,71
53,23,56
56,34,23
215,64,29
71,21,57
119,4,67
150,31,52
182,65,60
1014,848,66
98,11,73
163,21,66
976,4,51
886,821,63
350,5,51
863,155,57
114,52,76
15,153,43
189,30,56
928,8,56
154,37,1
1031,1,71
44,14,58
857,813,12
194,71,57
904,807,65
25,6,69
974,832,78
161,63,59
64,8,67
1014,840,44
74,35,62
1047,839,55
137,56,44
106,2,52
174,30,56
